,Price,SQFT,rooms,Des
1738,"₹ 58 Lac
₹ 5,156/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Jhotwara
1739,"₹ 75 Lac
₹ 4,518/sq.ft.","1,660 sq.ft.
(154 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bani Park
1740,"₹ 2 Cr
₹ 6,666/sq.ft.","2,500 sq.ft.
(232 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Roop Vihar
1741,"₹ 28 Lac
₹ 2,545/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1742,"₹ 15 Lac
₹ 1,875/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Manglam City
1743,"₹ 3.5 Lac
₹ 723/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1744,"₹ 80 Lac
₹ 6,222/sq.ft.","1,125 sq.ft.
(105 sq.m.) Built-up Area","3 BHK
2 Baths",3 Bedroom Independent House in Jhotwara
1745,"₹ 65 Lac
₹ 2,848/sq.ft.","2,281 sq.ft.
(212 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1746,"₹ 20 Lac
₹ 2,666/sq.ft.","750 sq.ft.
(70 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Lalarpura
1747,"₹ 23 Lac
₹ 2,190/sq.ft.","1,050 sq.ft.
(98 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Jagatpura
1748,"₹ 65 Lac
₹ 5,482/sq.ft.","1,185 sq.ft.
(110 sq.m.) Plot Area","2 BHK
2 Baths","2 Bedroom Independent House in Shivam Garden, Pannadhaya circle"
1749,"₹ 10 Lac
₹ 1,000/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1750,"₹ 33 Lac
₹ 3,000/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Murlipura
1751,"₹ 90 Lac
₹ 11,421/sq.ft.","788 sq.ft.
(73 sq.m.) Plot Area","7 BHK
6 Baths",7 Bedroom Independent House in Jhotwara
1752,"₹ 1.48 Cr
₹ 6,965/sq.ft.","2,300 sq.ft.
(214 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Tonk Road
1753,"₹ 10.5 Lac
₹ 2,116/sq.ft.","496 sq.ft.
(46 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Shivdaspura
1754,"₹ 65 Lac
₹ 3,513/sq.ft.","1,850 sq.ft.
(172 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Pratap Nagar
1755,"₹ 70 Lac
₹ 70,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Near mysore garden vaishali nagar
1756,"₹ 30 Lac
₹ 6,667/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Sirsi Road
1757,"₹ 16 Lac
₹ 1,445/sq.ft.","1,107 sq.ft.
(103 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Chomu
1758,"₹ 62.22 Lac
₹ 6,222/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Taru Chhaya Nagar
1759,"₹ 1.1 Cr
₹ 3,056/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Kalwar Road
1760,"₹ 60 Lac
₹ 3,658/sq.ft.","1,640 sq.ft.
(152 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Kalwar Road
1761,"₹ 62 Lac
₹ 3,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Dadi Ka Phatak
1762,"₹ 1.5 Cr
₹ 5,291/sq.ft.","2,835 sq.ft.
(263 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1763,"₹ 68 Lac
₹ 5,666/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Shankar Vihar
1764,"₹ 8 Lac
₹ 593/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in bada padampura shivdaspura
1765,"₹ 47 Lac
₹ 3,481/sq.ft.","1,350 sq.ft.
(125 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1766,"₹ 50 Lac
₹ 7,407/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Niwaru Road
1767,"₹ 48 Lac
₹ 3,692/sq.ft.","1,300 sq.ft.
(121 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Chitrakoot
1768,"₹ 7 Lac
₹ 1,556/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Ring Road
1769,"₹ 3 Lac
₹ 333/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Kalwar
1770,"₹ 23 Lac
₹ 7,187/sq.ft.","320 sq.ft.
(30 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Jagdamba Colony
1771,"₹ 45 Lac
₹ 3,600/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Katewa Nagar
1772,"₹ 65 Lac
₹ 6,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Raja Park
1773,"₹ 38 Lac
₹ 2,613/sq.ft.","1,454 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1774,"₹ 17.5 Lac
₹ 1,752/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1775,"₹ 47 Lac
₹ 4,476/sq.ft.","1,050 sq.ft.
(98 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Chitrakoot
1776,"₹ 22 Lac
₹ 2,444/sq.ft.","900 sq.ft.
(84 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Dhaka Nagar
1777,"₹ 60 Lac
₹ 4,355/sq.ft.","1,377 sq.ft.
(128 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Sector 7
1778,"₹ 45 Lac
₹ 4,130/sq.ft.","1,089 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
1779,"₹ 1.51 Cr
₹ 6,307/sq.ft.","2,394 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in Marudhar Nagar
1780,"₹ 2.7 Cr
₹ 15,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Built-up Area","5 BHK
4 Baths",5 Bedroom Independent House in Keshav Nagar
1781,"₹ 20 Lac
₹ 3,441/sq.ft.","581 sq.ft.
(54 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1782,"₹ 8.1 Lac
₹ 1,812/sq.ft.","447 sq.ft.
(42 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Jagannathpura
1783,"₹ 1.15 Cr
₹ 4,872/sq.ft.","2,360 sq.ft.
(219 sq.m.) Carpet Area","3 BHK
4 Baths",3 BHK Residential Apartment in Malviya Nagar
1784,"₹ 31.5 Lac
₹ 2,550/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1785,"₹ 12 Lac
₹ 513/sq.ft.","2,340 sq.ft.
(217 sq.m.) Plot Area",,Residential land / Plot in Kanota
1786,"₹ 7.5 Lac
₹ 833/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1787,"₹ 75 Lac
₹ 4,638/sq.ft.","1,660 sq.ft.
(154 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bani Park
1788,"₹ 34 Lac
₹ 3,091/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1789,"₹ 27 Lac
₹ 3,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
1 Bath",3 Bedroom Independent House in Pawanpuri
1790,"₹ 26.5 Lac
₹ 2,944/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-28 Pratap Nagar
1791,"₹ 26 Lac
₹ 2,186/sq.ft.","1,189 sq.ft.
(110 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Manchwa
1792,"₹ 2.5 Cr
₹ 13,889/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","9 BHK
10 Baths",9 Bedroom Independent House in Tonk Phatak
1793,"₹ 20 Lac
₹ 2,162/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1794,"₹ 15 Lac
₹ 1,111/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1795,Price on Request,"900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1796,"₹ 96 Lac
₹ 5,818/sq.ft.","1,650 sq.ft.
(153 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bani Park
1797,"₹ 37 Lac
₹ 5,271/sq.ft.","702 sq.ft.
(65 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jhotwara
1798,"₹ 36.11 Lac
₹ 5,591/sq.ft.","645 sq.ft.
(60 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Jagatpura
1799,"₹ 7 Lac
₹ 707/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Ramsinghpura
1800,"₹ 14.47 Lac
₹ 2,271/sq.ft.","637 sq.ft.
(59 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Kanakpura
1801,"₹ 15 Lac
₹ 2,142/sq.ft.","700 sq.ft.
(65 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kalwar Road
1802,"₹ 38 Lac
₹ 3,770/sq.ft.","1,008 sq.ft.
(94 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jaisinghpura
1803,"₹ 46 Lac
₹ 4,604/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
1804,"₹ 40 Lac
₹ 3,378/sq.ft.","1,184 sq.ft.
(110 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Malviya Nagar
1805,"₹ 6.66 Cr
₹ 13,333/sq.ft.","4,995 sq.ft.
(464 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Raja Park
1806,"₹ 47 Lac
₹ 326/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Jagatpura
1807,"₹ 23.87 Lac
₹ 1,389/sq.ft.","1,719 sq.ft.
(160 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1808,"₹ 26.51 Lac
₹ 1,127/sq.ft.","2,351 sq.ft.
(218 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
1809,"₹ 10 Lac
₹ 1,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,"Residential land / Plot in Shri Balaji Vihar, Vill Saipura, on Lakhna road, Teh. Sanganer Jaipur"
1810,"₹ 25 Lac
₹ 2,272/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sector 26 Jaipur
1811,"₹ 4.13 Cr
₹ 13,889/sq.ft.","2,970 sq.ft.
(276 sq.m.) Plot Area",,Residential land / Plot in mauji colony
1812,"₹ 60 Lac
₹ 3,804/sq.ft.","1,577 sq.ft.
(147 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Muhana
1813,"₹ 14 Lac
₹ 622/sq.ft.","2,250 sq.ft.
(209 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
1814,"₹ 1 Cr
₹ 5,096/sq.ft.","1,962 sq.ft.
(182 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Rajawas
1815,"₹ 1.75 Cr
₹ 9,002/sq.ft.","1,944 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Hawa Sadak
1816,"₹ 2.75 Cr
₹ 13,750/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Malviya Nagar
1817,"₹ 1.15 Cr
₹ 608/sq.ft.","18,900 sq.ft.
(1756 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1818,"₹ 90 Lac
₹ 3,914/sq.ft.","2,300 sq.ft.
(214 sq.m.) Plot Area",,Residential land / Plot in New Sanganer Road
1819,"₹ 85 Lac
₹ 5,862/sq.ft.","1,450 sq.ft.
(135 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Tilak Nagar
1820,"₹ 22.9 Lac
₹ 2,895/sq.ft.","791 sq.ft.
(73 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1821,"₹ 16.99 Lac
₹ 3,776/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area","2 BHK
3 Baths",2 Bedroom Independent House in Kanota
1822,"₹ 62 Lac
₹ 5,358/sq.ft.","1,157 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vivek Vihar
1823,"₹ 33.5 Lac
₹ 1,756/sq.ft.","1,908 sq.ft.
(177 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1824,"₹ 30.5 Lac
₹ 2,017/sq.ft.","1,512 sq.ft.
(140 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Goner Road
1825,"₹ 55 Lac
₹ 6,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
1826,"₹ 5 Lac
₹ 556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
1827,"₹ 59 Lac
₹ 3,556/sq.ft.","1,656 sq.ft.
(154 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1828,"₹ 62 Lac
₹ 6,889/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","2 BHK
2 Baths",2 Bedroom Independent House in Mansarovar
1829,"₹ 40 Lac
₹ 4,444/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
1830,"₹ 9.5 Lac
₹ 527/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
1831,"₹ 1.2 Cr
₹ 5,064/sq.ft.","2,370 sq.ft.
(220 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Malviya Nagar
1832,Price on Request,"507 sq.ft.
(47 sq.m.) Super built-up Area",,2 BHK Residential Apartment in Mahlan
1833,"₹ 15.5 Lac
₹ 27,678/sq.ft.","56 sq.ft.
(5 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Jaisingh Pura Khor
1834,"₹ 28 Lac
₹ 2,666/sq.ft.","1,050 sq.ft.
(98 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Katewa Nagar
1835,"₹ 15 Lac
₹ 625/sq.ft.","2,399 sq.ft.
(223 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1836,"₹ 32 Lac
₹ 2,950/sq.ft.","1,083 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
1837,"₹ 85 Lac
₹ 5,312/sq.ft.","1,600 sq.ft.
(149 sq.m.) Plot Area","6 BHK
4 Baths",6 Bedroom Independent House in Meenawala
1838,"₹ 25 Lac
₹ 2,778/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Jamdoli
1839,"₹ 7.01 Lac
₹ 1,664/sq.ft.","421 sq.ft.
(39 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in Kanakpura
1840,"₹ 8 Lac
₹ 1,455/sq.ft.","550 sq.ft.
(51 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Bhankrota
1841,"₹ 5.5 Cr
₹ 15,277/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Gokul Vatika
1842,"₹ 26.2 Lac
₹ 36,075/sq.ft.","79 sq.ft.
(7 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Kalwar Road
1843,"₹ 90 Lac
₹ 5,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Vaishali Nagar
1844,"₹ 2.1 Cr
₹ 402/sq.ft.","60,983 sq.ft.
(5666 sq.m.) Plot Area",,Residential land / Plot in Agra Road
1845,"₹ 6.3 Lac
₹ 9,545/sq.ft.","66 sq.ft.
(6 sq.m.) Plot Area",,Residential land / Plot in Kanota
1846,"₹ 45 Lac
₹ 3,118/sq.ft.","1,443 sq.ft.
(134 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sirsi Road
1847,"₹ 55 Lac
₹ 2,941/sq.ft.","1,700 sq.ft.
(158 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Muhana
1848,"₹ 57 Lac
₹ 3,825/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1849,"₹ 32.5 Lac
₹ 3,823/sq.ft.","850 sq.ft.
(79 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Ram Nagar Extension
1850,"₹ 1.15 Cr
₹ 6,845/sq.ft.","1,680 sq.ft.
(156 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Swage Farm
1851,"₹ 30 Lac
₹ 1,250/sq.ft.","2,400 sq.ft.
(223 sq.m.) Plot Area",,Residential land / Plot in Transport Nagar
1852,"₹ 70 Lac
₹ 4,112/sq.ft.","1,702 sq.ft.
(158 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jaisinghpura
1853,"₹ 30 Lac
₹ 4,000/sq.ft.","750 sq.ft.
(70 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in swej farm
1854,"₹ 9 Cr
₹ 28,571/sq.ft.","3,150 sq.ft.
(293 sq.m.) Plot Area","5 BHK
5 Baths",5 Bedroom Independent House in Shastri Nagar
1855,"₹ 80 Lac
₹ 10,840/sq.ft.","738 sq.ft.
(69 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Model Town
1856,"₹ 8.7 Lac
₹ 967/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,"Residential land / Plot in Hatoj, kalawar road"
1857,"₹ 55 Lac
₹ 5,500/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in kardhani thana
1858,"₹ 17 Lac
₹ 1,700/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mohana Mandi
1859,"₹ 35 Lac
₹ 3,035/sq.ft.","1,153 sq.ft.
(107 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Ajmer Road
1860,"₹ 70 Lac
₹ 3,647/sq.ft.","1,919 sq.ft.
(178 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Jagatpura
1861,"₹ 10 Lac
₹ 619/sq.ft.","1,614 sq.ft.
(150 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1862,"₹ 50 Lac
₹ 1,843/sq.ft.","2,712 sq.ft.
(252 sq.m.) Plot Area",,Residential land / Plot in Sector 26 Jaipur
1863,"₹ 19.5 Lac
₹ 1,776/sq.ft.","1,098 sq.ft.
(102 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Jobner
1864,"₹ 24.44 Lac
₹ 1,778/sq.ft.","1,374 sq.ft.
(128 sq.m.) Plot Area",,Residential land / Plot in Mandau
1865,"₹ 29 Lac
₹ 3,062/sq.ft.","947 sq.ft.
(88 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-28 Pratap Nagar
1866,"₹ 56 Lac
₹ 3,733/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Siddharth Nagar
1867,"₹ 17 Lac
₹ 2,073/sq.ft.","820 sq.ft.
(76 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
1868,"₹ 16 Lac
₹ 1,601/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1869,"₹ 65 Lac
₹ 3,142/sq.ft.","1,750 sq.ft.
(163 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sirsi Road
1870,"₹ 95 Lac
₹ 5,864/sq.ft.","1,620 sq.ft.
(151 sq.m.) Plot Area",,Residential land / Plot in Dada Gurudev Nagar
1871,"₹ 1 Cr
₹ 5,266/sq.ft.","1,899 sq.ft.
(176 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jhotwara
1872,"₹ 32 Lac
₹ 16,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Tilak nagar sanganer
1873,"₹ 15.7 Lac
₹ 1,570/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1874,"₹ 3 Cr
₹ 7,894/sq.ft.","3,800 sq.ft.
(353 sq.m.) Super built-up Area","5 BHK
4 Baths",5 BHK Residential Apartment in Malviya Nagar
1875,"₹ 13 Lac
₹ 2,292/sq.ft.","567 sq.ft.
(53 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jaisinghpura
1876,"₹ 40 Lac
₹ 4,202/sq.ft.","952 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vidhyadhar Nagar
1877,"₹ 30 Lac
₹ 5,607/sq.ft.","535 sq.ft.
(50 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Goner Road
1878,"₹ 80 Lac
₹ 4,616/sq.ft.","1,733 sq.ft.
(161 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Central Spine
1879,"₹ 32 Lac
₹ 3,678/sq.ft.","870 sq.ft.
(81 sq.m.) Plot Area",,Residential land / Plot in Agra Road
1880,"₹ 3.85 Cr
₹ 13,797/sq.ft.","2,718 sq.ft.
(253 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Sector 7 malviya nagar
1881,"₹ 2.5 Lac
₹ 278/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Nayla
1882,"₹ 30 Lac
₹ 2,069/sq.ft.","1,450 sq.ft.
(135 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1883,"₹ 31.14 Lac
₹ 1,802/sq.ft.","1,728 sq.ft.
(161 sq.m.) Plot Area",,"Residential land / Plot in IGNITED MINDS BANSAL PUBLIC SCHOOL, JAIPUR, Rohni Nagar Phase-3 Renwal"
1884,"₹ 6 Lac
₹ 674/sq.ft.","890 sq.ft.
(83 sq.m.) Plot Area",,Residential land / Plot in Sector 26 Jaipur
1885,"₹ 45 Lac
₹ 3,925/sq.ft.","1,146 sq.ft.
(106 sq.m.) Super built-up Area","4 BHK
2 Baths",4 BHK Independent Builder Floor in Heerapura
1886,"₹ 11 Lac
₹ 2,217/sq.ft.","496 sq.ft.
(46 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Shivdaspura
1887,"₹ 45 Lac
₹ 3,924/sq.ft.","1,146 sq.ft.
(106 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Ajmer Road
1888,"₹ 42 Lac
₹ 1,556/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1889,"₹ 1.6 Cr
₹ 7,096/sq.ft.","2,255 sq.ft.
(210 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Model Town
1890,"₹ 2.5 Lac
₹ 278/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in NH-8
1891,"₹ 53 Lac
₹ 3,387/sq.ft.","1,565 sq.ft.
(145 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Rani Sati Nagar
1892,"₹ 40 Lac
₹ 2,667/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1893,"₹ 15.75 Lac
₹ 2,423/sq.ft.","650 sq.ft.
(60 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Chokhi Dhani
1894,"₹ 3.2 Lac
₹ 237/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Khatu Shyam Ji
1895,"₹ 25 Lac
₹ 3,704/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in kalwad road jaipur
1896,"₹ 25 Lac
₹ 3,704/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in kalwad road jaipur
1897,"₹ 1.6 Cr
₹ 6,667/sq.ft.","2,399 sq.ft.
(223 sq.m.) Plot Area",,"Residential land / Plot in Pratap Nagar , khatipura"
1898,"₹ 25 Lac
₹ 3,704/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in kalwad road jaipur
1899,"₹ 15.25 Lac
₹ 2,932/sq.ft.","520 sq.ft.
(48 sq.m.) Built-up Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Royal City
1900,"₹ 24 Lac
₹ 2,400/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Patrakar Colony
1901,"₹ 67 Lac
₹ 4,330/sq.ft.","1,547 sq.ft.
(144 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1902,"₹ 50 Lac
₹ 52,083/sq.ft.","96 sq.ft.
(9 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Jagatpura
1903,"₹ 60 Lac
₹ 5,333/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Krishna Colony
