,apt_name,apt_rent_month,BHK,sq_ft,description
7804,,"₹ 24 Lac
₹ 6,741/sq.ft.","2 BHK
2 Baths","356 sq.ft.
(33 sq.m.) Built-up Area",2 Bedroom Independent House in Sector-9 Malviya Nagar
7805,,"₹ 8 Lac
₹ 9/sq.ft.",,"90,000 sq.ft.
(8361 sq.m.) Plot Area",Residential land / Plot in Vatika Road
7806,,"₹ 20 Lac
₹ 1,743/sq.ft.",,"1,147 sq.ft.
(107 sq.m.) Plot Area",Residential land / Plot in Sirsi Road
7807,,"₹ 65 Lac
₹ 5,416/sq.ft.","4 BHK
2 Baths","1,200 sq.ft.
(111 sq.m.) Built-up Area",4 Bedroom Independent House in Shastri Nagar
7808,,"₹ 27 Lac
₹ 4,090/sq.ft.","2 BHK
2 Baths","660 sq.ft.
(61 sq.m.) Carpet Area",2 Bedroom Independent House in Lalarpura
7809,,"₹ 24.5 Lac
₹ 1,361/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Sachivalay Nagar
7810,,"₹ 77 Lac
₹ 9,936/sq.ft.","3 BHK
5 Baths","775 sq.ft.
(72 sq.m.) Plot Area",3 Bedroom Independent House in Mansarovar
7811,,"₹ 70 Lac
₹ 33,816/sq.ft.",,"207 sq.ft.
(19 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7812,SHIV VIHAR-B,"₹ 30 Lac
₹ 1,388/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Muhana
7813,Rajasthan Housing Board Society,"₹ 75 Lac
₹ 4,010/sq.ft.","3 BHK
3 Baths","1,870 sq.ft.
(174 sq.m.) Carpet Area",3 BHK Residential Apartment in Pratap Nagar
7814,,"₹ 1.57 Cr
₹ 9,968/sq.ft.","7 BHK
5 Baths","1,575 sq.ft.
(146 sq.m.) Plot Area",7 Bedroom Independent House in Jp Colony
7815,,"₹ 85 Lac
₹ 8,947/sq.ft.","10 BHK
7 Baths","950 sq.ft.
(88 sq.m.) Plot Area",10 Bedroom Independent House in Malviya Nagar
7816,,"₹ 45 Lac
₹ 4,500/sq.ft.","3 BHK
3 Baths","1,000 sq.ft.
(93 sq.m.) Plot Area",3 Bedroom Independent House in Dhawas
7817,Smarthome Divine Colonia 2,"₹ 23 Lac
₹ 2,300/sq.ft.","2 BHK
2 Baths","1,000 sq.ft.
(93 sq.m.) Super built-up Area",2 BHK Residential Apartment in Mansarovar Extension
7818,Smarthomes Divine Colonia Villa,"₹ 61 Lac
₹ 6,645/sq.ft.","3 BHK
4 Baths","918 sq.ft.
(85 sq.m.) Plot Area",3 Bedroom Independent House in Mansarovar Extension
7819,Elegent height -T-115,"₹ 26 Lac
₹ 2,000/sq.ft.","3 BHK
3 Baths","1,300 sq.ft.
(121 sq.m.) Carpet Area",3 BHK Residential Apartment in Mansarovar Extension
7820,Prem Nagar Housing Society,"₹ 10 Lac
₹ 498/sq.ft.",,"2,007 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Muhana
7821,,"₹ 80 Lac
₹ 5,556/sq.ft.","3 BHK
3 Baths","1,440 sq.ft.
(134 sq.m.) Plot Area",3 Bedroom Independent House in Brahmpuri
7822,Mahimas Kopal,"₹ 35 Lac
₹ 2,755/sq.ft.","3 BHK
2 Baths","1,270 sq.ft.
(118 sq.m.) Plot Area",3 Bedroom Independent House in Siroli
7823,,"₹ 1.65 Cr
₹ 6,111/sq.ft.","7 BHK
5 Baths","2,700 sq.ft.
(251 sq.m.) Plot Area",7 Bedroom Independent House in Gayatri Nagar
7824,,"₹ 1.11 Cr
₹ 3,722/sq.ft.",,"2,979 sq.ft.
(277 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7825,Rangoli Greens,"₹ 79.75 Lac
₹ 5,500/sq.ft.","3 BHK
3 Baths","1,450 sq.ft.
(135 sq.m.) Built-up Area",3 Bedroom Independent House in Vaishali Nagar
7826,,"₹ 30 Lac
₹ 81,081/sq.ft.","3 BHK
2 Baths","37 sq.ft.
(3 sq.m.) Plot Area",3 Bedroom Independent House in Pratap Nagar
7827,,"₹ 1.11 Cr
₹ 3,722/sq.ft.",,"2,970 sq.ft.
(276 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7828,,"₹ 61.23 Lac
₹ 4,333/sq.ft.",,"1,413 sq.ft.
(131 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7829,SDC Ashiyana,"₹ 80 Lac
₹ 6,250/sq.ft.","2 BHK
2 Baths","1,280 sq.ft.
(119 sq.m.) Carpet Area",2 BHK Residential Apartment in Tilak Nagar
7830,Lions Enclave,"₹ 2 Cr
₹ 5,128/sq.ft.",,"3,899 sq.ft.
(362 sq.m.) Plot Area",Residential land / Plot in Amar Nagar C
7831,,"₹ 35 Lac
₹ 3,333/sq.ft.","3 BHK
2 Baths","1,050 sq.ft.
(98 sq.m.) Carpet Area",3 BHK Independent Builder Floor in Vivek Vihar
7832,,"₹ 1.4 Cr
₹ 5,002/sq.ft.","7 BHK
7 Baths","2,799 sq.ft.
(260 sq.m.) Plot Area",7 Bedroom Independent House in Sector-8 Pratap Nagar
7833,,"₹ 1.2 Cr
₹ 80,000/sq.ft.","3 BHK
3 Baths","150 sq.ft.
(14 sq.m.) Plot Area",3 Bedroom Independent House in Vaishali Nagar
7834,bhagwati aprtment,"₹ 25 Lac
₹ 2,083/sq.ft.","3 BHK
3 Baths","1,200 sq.ft.
(111 sq.m.) Super built-up Area",3 BHK Residential Apartment in Jhotwara
7835,,"₹ 15 Lac
₹ 2,451/sq.ft.","2 BHK
1 Bath","612 sq.ft.
(57 sq.m.) Plot Area",2 Bedroom Independent House in Suraj Nagar
7836,Dreamline City,"₹ 2.5 Lac
₹ 278/sq.ft.",,"900 sq.ft.
(84 sq.m.) Plot Area",Residential land / Plot in Paota
7837,jamunapuri,"₹ 35 Lac
₹ 2,593/sq.ft.","3 BHK
2 Baths","1,350 sq.ft.
(125 sq.m.) Super built-up Area",3 BHK Residential Apartment in Sikar Road
7838,Shivam Apartments,"₹ 75 Lac
₹ 2,885/sq.ft.","3 BHK
5 Baths","2,600 sq.ft.
(242 sq.m.) Super built-up Area",3 BHK Residential Apartment in Vidhyadhar Nagar
7839,,"₹ 50 Lac
₹ 13,666/sq.ft.",,"300 sq.ft.
(28 sq.m.) Plot Area",Residential land / Plot in Dadi Ka Phatak
7840,Paschim Vihar,"₹ 24 Lac
₹ 1,333/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Bhankrota
7841,,"₹ 50 Lac
₹ 7,742/sq.ft.","1 BHK
1 Bath","645 sq.ft.
(60 sq.m.) Plot Area",1 Bedroom Independent House in Pratap Nagar
7842,,"₹ 45 Lac
₹ 3,623/sq.ft.",,"1,242 sq.ft.
(115 sq.m.) Plot Area",Residential land / Plot in Govindpura
7843,,"₹ 20 Lac
₹ 2,000/sq.ft.",,"1,000 sq.ft.
(93 sq.m.) Plot Area",Residential land / Plot in Benad Road
7844,Aman nagar C,"₹ 58 Lac
₹ 3,246/sq.ft.",,"1,786 sq.ft.
(166 sq.m.) Plot Area",Residential land / Plot in Amar Nagar
7845,,"₹ 1.5 Cr
₹ 8,333/sq.ft.","3 BHK
3 Baths","1,800 sq.ft.
(167 sq.m.) Plot Area",3 Bedroom Independent House in Sector-1 Vidhyadhar Nagar
7846,,"₹ 74 Lac
₹ 411/sq.ft.","3 BHK
3 Baths","18,000 sq.ft.
(1672 sq.m.) Plot Area",3 Bedroom Farm house in Achrol
7847,,"₹ 30 Lac
₹ 3,000/sq.ft.","2 BHK
2 Baths","1,000 sq.ft.
(93 sq.m.) Super built-up Area",2 BHK Independent Builder Floor in Chitrakoot
7848,Ridhiraj Avenue,"₹ 12 Lac
₹ 2,159/sq.ft.","1 BHK
1 Bath","556 sq.ft.
(52 sq.m.) Super built-up Area",1 BHK Residential Apartment in Vaishali Nagar
7849,,"₹ 32 Lac
₹ 3,203/sq.ft.","2 BHK
2 Baths","999 sq.ft.
(93 sq.m.) Plot Area",2 Bedroom Independent House in Bindayaka
7850,Parth Sarthi Residency,"₹ 37 Lac
₹ 3,083/sq.ft.","3 BHK
2 Baths","1,200 sq.ft.
(111 sq.m.) Super built-up Area",3 BHK Residential Apartment in Mansarovar
7851,Trinity Residency,"₹ 49.5 Lac
₹ 4,759/sq.ft.","2 BHK
2 Baths","1,040 sq.ft.
(97 sq.m.) Super built-up Area",2 BHK Residential Apartment in Jawahar Nagar
7852,,"₹ 45 Lac
₹ 1,667/sq.ft.",,"2,700 sq.ft.
(251 sq.m.) Plot Area",Residential land / Plot in Sikar Road
7853,Ridhiraj Air,"₹ 2.42 Cr
₹ 8,500/sq.ft.","4 BHK
4 Baths","2,847 sq.ft.
(264 sq.m.) Super built-up Area",4 BHK Residential Apartment in Shyam Nagar
7854,paras apartment,"₹ 79 Lac
₹ 7,053/sq.ft.","3 BHK
3 Baths","1,120 sq.ft.
(104 sq.m.) Carpet Area",3 BHK Residential Apartment in Tilak Nagar
7855,,"₹ 45 Lac
₹ 4,504/sq.ft.","4 BHK
3 Baths","999 sq.ft.
(93 sq.m.) Plot Area",4 Bedroom Independent House in Dhawas
7856,,"₹ 1.45 Cr
₹ 8,055/sq.ft.","4 BHK
2 Baths","1,800 sq.ft.
(167 sq.m.) Plot Area",4 Bedroom Independent House in Barkat Nagar
7857,,"₹ 86 Lac
₹ 3,981/sq.ft.",,"2,160 sq.ft.
(201 sq.m.) Plot Area",Residential land / Plot in Malviya Nagar
7858,,"₹ 51 Lac
₹ 3,187/sq.ft.","3 BHK
2 Baths","1,600 sq.ft.
(149 sq.m.) Plot Area",3 Bedroom Independent House in Vaishali Nagar
7859,,"₹ 46.3 Lac
₹ 3,341/sq.ft.",,"1,386 sq.ft.
(129 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7860,Malviyanagar,"₹ 23.8 Lac
₹ 5,600/sq.ft.","1 RK
1 Bath","425 sq.ft.
(39 sq.m.) Super built-up Area",(1 RK) Studio Apartment in Malviya Nagar
7861,,"₹ 35 Lac
₹ 3,240/sq.ft.","3 BHK
2 Baths","1,080 sq.ft.
(100 sq.m.) Plot Area",3 Bedroom Independent House in Govindpura
7862,,"₹ 45 Lac
₹ 3,623/sq.ft.","3 BHK
2 Baths","1,242 sq.ft.
(115 sq.m.) Plot Area",3 Bedroom Independent House in Model Town
7863,,"₹ 46 Lac
₹ 3,341/sq.ft.",,"1,377 sq.ft.
(128 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7864,sector8,"₹ 1 Cr
₹ 6,460/sq.ft.",,"1,548 sq.ft.
(144 sq.m.) Plot Area",Residential land / Plot in Pratap Nagar
7865,Shivgyan Luxora,"₹ 1.75 Cr
₹ 8,515/sq.ft.","3 BHK
3 Baths","2,055 sq.ft.
(191 sq.m.) Super built-up Area",3 BHK Residential Apartment in C-Scheme
7866,Sintex Apartment,"₹ 11 Lac
₹ 1,833/sq.ft.","2 BHK
1 Bath","600 sq.ft.
(56 sq.m.) Super built-up Area",2 BHK Residential Apartment in Ajmer Road
7867,Aastha Appartment,"₹ 32 Lac
₹ 3,555/sq.ft.","2 BHK
2 Baths","900 sq.ft.
(84 sq.m.) Super built-up Area",2 BHK Residential Apartment in Rani Sati Nagar
7868,,"₹ 55 Lac
₹ 3,437/sq.ft.","3 BHK
3 Baths","1,600 sq.ft.
(149 sq.m.) Built-up Area",3 BHK Independent Builder Floor in Siddharth Nagar
7869,,"₹ 75 Lac
₹ 3,296/sq.ft.","1 BHK
1 Bath","2,275 sq.ft.
(211 sq.m.) Plot Area",1 Bedroom Independent House in Jagatpura
7870,LAXMI NAGAR GRAH NIRMAN SAHKARI SAMITI JAIPUR,"₹ 5 Lac
₹ 517/sq.ft.",,"967 sq.ft.
(90 sq.m.) Plot Area",Residential land / Plot in VKIA
7871,,"₹ 80 Lac
₹ 4,444/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Sirsi Road
7872,,"₹ 15 Lac
₹ 1,666/sq.ft.",,"900 sq.ft.
(84 sq.m.) Plot Area",Residential land / Plot in Sirsi Road
7873,Chandraghanta Apartment,"₹ 62 Lac
₹ 4,750/sq.ft.","3 BHK
2 Baths","1,305 sq.ft.
(121 sq.m.) Super built-up Area",3 BHK Residential Apartment in Shyam Nagar
7874,,"₹ 36.34 Lac
₹ 3,738/sq.ft.",,"972 sq.ft.
(90 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7875,Upasana Uma Residency,"₹ 95 Lac
₹ 4,960/sq.ft.","3 BHK
4 Baths","1,915 sq.ft.
(178 sq.m.) Super built-up Area",3 BHK Residential Apartment in Adarsh Nagar
7876,,"₹ 1.3 Cr
₹ 7,222/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Mansarovar
7877,,"₹ 96.67 Lac
₹ 7,407/sq.ft.","2 BHK
2 Baths","1,305 sq.ft.
(121 sq.m.) Plot Area",2 Bedroom Independent House in Malviya Nagar
7878,"Mahima desire, bhankrota, jaisinghpura jaipur","₹ 22 Lac
₹ 2,000/sq.ft.","2 BHK
2 Baths","1,100 sq.ft.
(102 sq.m.) Built-up Area",2 BHK Residential Apartment in Jaisinghpura
7879,,"₹ 61 Lac
₹ 53,508/sq.ft.","5 BHK
2 Baths","114 sq.ft.
(11 sq.m.) Plot Area",5 Bedroom Independent House in Khatipura
7880,Anukampas Platina,"₹ 51.5 Lac
₹ 3,569/sq.ft.","3 BHK
2 Baths","1,443 sq.ft.
(134 sq.m.) Super built-up Area",3 BHK Residential Apartment in Mansarovar Extension
7881,,"₹ 1.3 Cr
₹ 5,050/sq.ft.","3 BHK
2 Baths","2,574 sq.ft.
(239 sq.m.) Plot Area",3 Bedroom Independent House in Ayodhya Nagar
7882,,"₹ 18.5 Lac
₹ 1,231/sq.ft.",,"1,503 sq.ft.
(140 sq.m.) Plot Area",Residential land / Plot in Agra Road
7883,nirbhay,"₹ 8 Lac
₹ 534/sq.ft.",,"1,499 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Manchwa
7884,Rangoli Greens,"₹ 1.25 Cr
₹ 6,313/sq.ft.","3 BHK
3 Baths","1,980 sq.ft.
(184 sq.m.) Super built-up Area",3 BHK Residential Apartment in Vaishali Nagar
7885,,"₹ 8.5 Lac
₹ 1,889/sq.ft.","2 BHK
1 Bath","450 sq.ft.
(42 sq.m.) Plot Area",2 Bedroom Independent House in Jaisinghpura Khor
7886,,"₹ 70 Lac
₹ 52,631/sq.ft.","2 BHK
2 Baths","133 sq.ft.
(12 sq.m.) Plot Area",2 Bedroom Independent House in Mangyawas
7887,,"₹ 13.5 Lac
₹ 750/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Sikar Road
7888,,"₹ 6 Cr
₹ 689/sq.ft.","10 BHK
10 Baths","87,119 sq.ft.
(8094 sq.m.) Plot Area",10 Bedroom Farm house in Sikar Road
7889,Felicity Roongtas Aventura,"₹ 91.5 Lac
₹ 3,600/sq.ft.","3 BHK
5 Baths","2,510 sq.ft.
(233 sq.m.) Super built-up Area",3 BHK Residential Apartment in Jagatpura
7890,,"₹ 95 Lac
₹ 15,079/sq.ft.","4 BHK
2 Baths","630 sq.ft.
(59 sq.m.) Plot Area",4 Bedroom Independent House in Adarsh Nagar
7891,Upasana 5th Avenue,Price on Request,"3 BHK
3 Baths","2,679 sq.ft.
(249 sq.m.) Super built-up Area",3 BHK Residential Apartment in C-Scheme
7892,,"₹ 1.5 Cr
₹ 8,333/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Nirman Nagar
7893,Ashadeep Rainbow,"₹ 25.51 Lac
₹ 3,188/sq.ft.","2 BHK
2 Baths","800 sq.ft.
(74 sq.m.) Super built-up Area",2 BHK Residential Apartment in Jagatpura
7894,Shivam Residency 2,"₹ 50 Lac
₹ 5,307/sq.ft.","2 BHK
2 Baths","942 sq.ft.
(88 sq.m.) Super built-up Area",2 BHK Residential Apartment in Tilak Nagar
7895,Shree Shyam lnfotech City,"₹ 30 Lac
₹ 3,003/sq.ft.","3 BHK
2 Baths","999 sq.ft.
(93 sq.m.) Built-up Area",3 Bedroom Independent House in Vatika Road
7896,,"₹ 22 Lac
₹ 153/sq.ft.","1 BHK
2 Baths","14,400 sq.ft.
(1338 sq.m.) Plot Area",1 Bedroom Farm house in Phagi Road
7897,Mig B Flat,"₹ 50 Lac
₹ 4,166/sq.ft.","3 BHK
3 Baths","1,200 sq.ft.
(111 sq.m.) Built-up Area",3 BHK Residential Apartment in Malviya Nagar
7898,Ganesh Vatika,"₹ 24.5 Lac
₹ 3,249/sq.ft.","3 BHK
2 Baths","754 sq.ft.
(70 sq.m.) Plot Area",3 Bedroom Independent House in Niwaru Road
7899,,"₹ 37 Lac
₹ 7,088/sq.ft.","4 BHK
2 Baths","522 sq.ft.
(49 sq.m.) Plot Area",4 Bedroom Independent House in Pratap Nagar
7900,Suprem Apartments,"₹ 1.19 Cr
₹ 6,000/sq.ft.","3 BHK
3 Baths","1,986 sq.ft.
(185 sq.m.) Super built-up Area",3 BHK Residential Apartment in Bani Park
7901,,"₹ 87 Lac
₹ 6,093/sq.ft.","3 BHK
2 Baths","1,395 sq.ft.
(130 sq.m.) Built-up Area",3 Bedroom Independent House in Tara Nagar
7902,Maharanapreta society,"₹ 18.5 Lac
₹ 1,682/sq.ft.","2 BHK
1 Bath","1,099 sq.ft.
(102 sq.m.) Plot Area",2 Bedroom Independent House in Manchwa
7903,Suncity Jaipur,"₹ 16 Lac
₹ 1,602/sq.ft.",,"999 sq.ft.
(93 sq.m.) Plot Area",Residential land / Plot in Sikar Road
7904,,"₹ 2.5 Cr
₹ 2,775/sq.ft.",,"9,009 sq.ft.
(837 sq.m.) Plot Area",Residential land / Plot in Jeevan Jyoti Hospital
7905,Barsana Residency,"₹ 26 Lac
₹ 2,600/sq.ft.","2 BHK
2 Baths","1,000 sq.ft.
(93 sq.m.) Super built-up Area",2 BHK Residential Apartment in Mansarovar Extension
7906,,Price on Request,,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Tonk Road
7907,Aashish Acacia,"₹ 54 Lac
₹ 3,827/sq.ft.","3 BHK
3 Baths","1,411 sq.ft.
(131 sq.m.) Super built-up Area",3 BHK Residential Apartment in Malviya Nagar
7908,,"₹ 8 Cr
₹ 12,500/sq.ft.",,"6,480 sq.ft.
(602 sq.m.) Plot Area",Residential land / Plot in Vivek Vihar
7909,Royal Aangan,"₹ 15.95 Lac
₹ 1,772/sq.ft.",,"900 sq.ft.
(84 sq.m.) Plot Area",Residential land / Plot in Mansarovar Extension
7910,Rajasthan Housing Board Society,"₹ 58 Lac
₹ 64,444/sq.ft.","1 BHK
1 Bath","90 sq.ft.
(8 sq.m.) Plot Area",1 Bedroom Independent House in Pratap Nagar
7911,,"₹ 21.65 Lac
₹ 19,500/sq.ft.",,"111 sq.ft.
(10 sq.m.) Plot Area",Residential land / Plot in Mansarovar
7912,Nul,"₹ 2.5 Cr
₹ 77/sq.ft.",,"326,700 sq.ft.
(30351 sq.m.) Plot Area",Residential land / Plot in Tonk Road
7913,,"₹ 15 Lac
₹ 2,525/sq.ft.","2 BHK
2 Baths","594 sq.ft.
(55 sq.m.) Plot Area",2 Bedroom Independent House in Diggi Road
7914,,"₹ 3.6 Cr
₹ 14,286/sq.ft.",,"2,520 sq.ft.
(234 sq.m.) Plot Area",Residential land / Plot in Suraj Nagar West
7915,KALPANA NAGAR,"₹ 8.5 Lac
₹ 658/sq.ft.",,"1,291 sq.ft.
(120 sq.m.) Plot Area",Residential land / Plot in Agra Road
7916,,"₹ 32 Lac
₹ 2,577/sq.ft.",,"1,242 sq.ft.
(115 sq.m.) Plot Area",Residential land / Plot in Vaishali Nagar
7917,SFS Hig,"₹ 1.1 Cr
₹ 3,856/sq.ft.","3 BHK
2 Baths","2,852 sq.ft.
(265 sq.m.) Super built-up Area",3 BHK Independent Builder Floor in Jawahar Nagar
7918,,"₹ 7.93 Lac
₹ 778/sq.ft.",,"1,098 sq.ft.
(102 sq.m.) Plot Area",Residential land / Plot in Manchwa
7919,Saumya Excellency,"₹ 1 Cr
₹ 5,330/sq.ft.","3 BHK
3 Baths","1,876 sq.ft.
(174 sq.m.) Super built-up Area",3 BHK Residential Apartment in Janta Colony
7920,,"₹ 15 Lac
₹ 1,577/sq.ft.",,"950 sq.ft.
(88 sq.m.) Plot Area",Residential land / Plot in Sanganer
7921,Bharat Singh Farm House,"₹ 2 Cr
₹ 212/sq.ft.","4 BHK
4 Baths","94,500 sq.ft.
(8779 sq.m.) Plot Area",4 Bedroom Farm house in Boraj
7922,shiv vihar,"₹ 9.56 Lac
₹ 956/sq.ft.",,"999 sq.ft.
(93 sq.m.) Plot Area",Residential land / Plot in Hathoj
7923,,"₹ 2.7 Cr
₹ 8,571/sq.ft.","3 BHK
3 Baths","3,150 sq.ft.
(293 sq.m.) Plot Area",3 Bedroom Independent House in Mansarovar
7924,,"₹ 15 Cr
₹ 15,723/sq.ft.",,"9,540 sq.ft.
(886 sq.m.) Plot Area",Residential land / Plot in C-Scheme
7925,Sanjeevni Paradise,"₹ 12 Lac
₹ 667/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Sanganer
7926,,"₹ 11.5 Lac
₹ 1,278/sq.ft.",,"900 sq.ft.
(84 sq.m.) Plot Area",Residential land / Plot in Ganesh Vihar
7927,Kedia Alkapuri,"₹ 40 Lac
₹ 3,200/sq.ft.",,"1,357 sq.ft.
(126 sq.m.) Plot Area",Residential land / Plot in Niwaru Road
7928,Vikas path,"₹ 15 Lac
₹ 2,142/sq.ft.","1 BHK
1 Bath","700 sq.ft.
(65 sq.m.) Super built-up Area",1 BHK Residential Apartment in Bais Godam
7929,Rail Vihar,"₹ 24 Lac
₹ 4,363/sq.ft.","1 BHK
1 Bath","550 sq.ft.
(51 sq.m.) Carpet Area",1 BHK Residential Apartment in Vidhyadhar Nagar
7930,,"₹ 1.1 Cr
₹ 10,446/sq.ft.","3 BHK
4 Baths","1,053 sq.ft.
(98 sq.m.) Plot Area",3 Bedroom Independent House in Malviya Nagar
7931,,"₹ 5.5 Cr
₹ 10,185/sq.ft.",,"5,400 sq.ft.
(502 sq.m.) Plot Area",Residential land / Plot in Civil Lines
7932,,"₹ 15.99 Lac
₹ 30,750/sq.ft.","3 BHK
2 Baths","52 sq.ft.
(5 sq.m.) Plot Area",3 Bedroom Independent House in Hathoj
7933,,"₹ 44 Lac
₹ 2,444/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7934,,"₹ 70 Lac
₹ 3,889/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Kalwar Road
7935,Pearl Green Acres,"₹ 97 Lac
₹ 4,790/sq.ft.","3 BHK
4 Baths","2,025 sq.ft.
(188 sq.m.) Super built-up Area",3 BHK Residential Apartment in Gopalpura Bypass
7936,,"₹ 25 Lac
₹ 6,452/sq.ft.","1 BHK
1 Bath","387 sq.ft.
(36 sq.m.) Built-up Area",1 Bedroom Independent House in Sector-8 Pratap Nagar
7937,,"₹ 1.31 Cr
₹ 9,097/sq.ft.","4 BHK
5 Baths","1,440 sq.ft.
(134 sq.m.) Plot Area",4 Bedroom Independent House in Vaishali Nagar
7938,,"₹ 2.95 Cr
₹ 13,657/sq.ft.","15 BHK
10 Baths","2,160 sq.ft.
(201 sq.m.) Plot Area",15 Bedroom Independent House in Gopalpura Bypass
7939,UDB Ecohomes,"₹ 15 Lac
₹ 3,265/sq.ft.","1 BHK
1 Bath","490 sq.ft.
(46 sq.m.) Super built-up Area",1 BHK Residential Apartment in Patrakar Colony
7940,,"₹ 50 Lac
₹ 2,315/sq.ft.",,"2,160 sq.ft.
(201 sq.m.) Plot Area",Residential land / Plot in Panchyawala
7941,,"₹ 1.5 Cr
₹ 3,488/sq.ft.","4 BHK
2 Baths","2,097 sq.ft.
(195 sq.m.) Plot Area",4 Bedroom Independent House in Mansarovar
7942,,"₹ 1.5 Cr
₹ 8,333/sq.ft.","4 BHK
4 Baths","1,800 sq.ft.
(167 sq.m.) Plot Area",4 Bedroom Independent House in Jagdamba Nagar
7943,Kushal Greens,"₹ 22 Lac
₹ 200/sq.ft.","1 BHK
1 Bath","10,998 sq.ft.
(1022 sq.m.) Plot Area","1 Bedroom Farm house in Behror,Distt.kotputli,Jaipur,Rajasthan"
7944,Manglam Aadhar Vaishali Estate,"₹ 18.9 Lac
₹ 3,123/sq.ft.","2 BHK
2 Baths","605 sq.ft.
(56 sq.m.) Carpet Area",2 BHK Residential Apartment in Vaishali Nagar
7945,vaibhav villa's,"₹ 52 Lac
₹ 3,714/sq.ft.","3 BHK
3 Baths","1,400 sq.ft.
(130 sq.m.) Plot Area",3 Bedroom Independent House in Patrakar Colony
7946,Vibrant Naman Residency,"₹ 18.05 Lac
₹ 2,020/sq.ft.",,"990 sq.ft.
(92 sq.m.) Plot Area",Residential land / Plot in Mansarovar
7947,,"₹ 72 Lac
₹ 8,000/sq.ft.","4 BHK
3 Baths","900 sq.ft.
(84 sq.m.) Plot Area",4 Bedroom Independent House in Mangyawas
7948,,"₹ 1.6 Cr
₹ 5,530/sq.ft.",,"2,717 sq.ft.
(252 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7949,SDC Ashiyana Apartment,"₹ 53 Lac
₹ 4,240/sq.ft.","2 BHK
2 Baths","1,250 sq.ft.
(116 sq.m.) Super built-up Area",2 BHK Residential Apartment in Tilak Nagar
7950,Somya Sky Nest,"₹ 24.5 Lac
₹ 2,663/sq.ft.","2 BHK
2 Baths","920 sq.ft.
(85 sq.m.) Super built-up Area",2 BHK Residential Apartment in Jagatpura
7951,DND Lakshdeep,"₹ 25,000
₹ 13/sq.ft.","3 BHK
3 Baths","1,855 sq.ft.
(172 sq.m.) Super built-up Area",3 BHK Residential Apartment in Sethi Colony
7952,Vatika Infotech City,"₹ 14.75 Lac
₹ 819/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Ajmer Road
7953,,"₹ 71.5 Lac
₹ 5,929/sq.ft.","3 BHK
2 Baths","1,206 sq.ft.
(112 sq.m.) Plot Area",3 Bedroom Independent House in Mahadev Nagar
7954,,"₹ 6 Lac
₹ 533/sq.ft.",,"1,125 sq.ft.
(105 sq.m.) Plot Area",Residential land / Plot in Bindayaka
7955,,"₹ 7 Lac
₹ 617/sq.ft.",,"1,134 sq.ft.
(105 sq.m.) Plot Area",Residential land / Plot in Bindayaka
7956,,"₹ 90 Lac
₹ 5,000/sq.ft.","3 BHK
2 Baths","1,800 sq.ft.
(167 sq.m.) Plot Area",3 Bedroom Independent House in Pratap Nagar
7957,,"₹ 9 Lac
₹ 1,800/sq.ft.","2 BHK
1 Bath","500 sq.ft.
(46 sq.m.) Built-up Area",2 BHK Independent Builder Floor in Govindpura Kardhani Scheme
7958,Apartment,"₹ 70 Lac
₹ 6,340/sq.ft.","2 BHK
2 Baths","1,104 sq.ft.
(103 sq.m.) Super built-up Area",2 BHK Residential Apartment in Bapu Nagar
7959,,"₹ 6.5 Lac
₹ 1,567/sq.ft.",,"414 sq.ft.
(38 sq.m.) Plot Area",Residential land / Plot in Govindpura
7960,JDA Ramnagariya,"₹ 70 Lac
₹ 4,014/sq.ft.",,"1,743 sq.ft.
(162 sq.m.) Plot Area",Residential land / Plot in Jagatpura
7961,,"₹ 28 Lac
₹ 1,889/sq.ft.",,"1,499 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Sikar Road
